text,date
wealthy asians flying to the us on organised ‘vaccine tourism’ trips amid slow rollout at h…,2021-05-31 05:57:10
wealthy asians flying to the us on organised ‘vaccine tourism’ trips amid slow rollout at home,2021-05-31 05:57:05
wealthy asians flying to the us on organised 'vaccine tourism' trips amid slow rollout at home,2021-05-31 05:52:34
"""we're setting up mobile vaccination opportunities for tourists in some of the best trafficked parts o…",2021-05-31 05:24:42
the tourism authority of kiribati (tak) welcomes the commencement of the kiribati covid-19 vaccination program now…,2021-05-31 05:09:50
i’m in canada. it’s a race to protect against variants. to do that you need few gaps in your vaccine timeline…,2021-05-31 04:48:36
‘like a dream’: latin americans head to u.s. for covid shots,2021-05-31 04:28:08
"i love this. i know it's not equitable, but the entire world needs to get vaccinated as soon as possible. we've com…",2021-05-31 04:15:47
"tourism agency warns against 

 tourism dept has ordered to suspend “vaccine tours” to  due…",2021-05-31 04:15:31
nytimes: ‘like a dream’:  americans head to u.s. for  shots ‘like a dream’: latin americans head to u.s…,2021-05-31 04:13:04
vaccine tourism packages let rich asians flock to us for covid jabs - traveller,2021-05-31 04:02:33
"‘like a dream’: latin americans head to u.s. for covid shots

frustrated with the lagging pace of vaccinations at h…",2021-05-31 03:14:31
saw it too. its prolly bc everyone’s still skeptical with sinovac and only prefer a…,2021-05-31 03:04:53
"a few weeks ago i saw vaccine tourism to the us is it become a new business to them,…",2021-05-31 03:01:15
"el sueño americano 

‘like a dream’: latin americans head to u.s. for covid shots - the new york times",2021-05-31 02:52:20
"the new york times: ‘like a dream’: latin americans head to u.s. for covid shots.


via",2021-05-31 02:22:35
vaccine tourism packages let wealthy asian people travel to us for covid jab: wealthy asians are escaping covid-19…,2021-05-31 02:18:27
"""no business will be able to deny you services based on your vaccine status. except cruise ships. and theme parks.…",2021-05-31 02:17:06
"frustrated with the lagging pace of vaccinations at home, well-off latin americans have been flying north for a sho…",2021-05-31 02:05:28
do people really think that the bahamas or other tourism heavy island countries in the…,2021-05-31 01:43:38
pattaya: city faces permanent tourism destruction if enough vaccine can't be found …,2021-05-31 01:32:41
"vaccine tourism is as if “someone loans you their broom to take your mother to the hospital, and then you decide to t…",2021-05-31 01:20:25
vaccine tourism is both highly inequitable and inefficient. just send the vaccines.,2021-05-31 01:19:51
"crocodile tears.

‘like a dream’: latin americans head to u.s. for covid shots",2021-05-31 01:17:10
"biden should be donating more vaccines worldwide.

also my aunt right now is on a plane headed here from taiwan for vaccine tourism.",2021-05-31 00:40:31
tl;dr: centering on the symptom (vaccine tourism) instead of the root cause (constrained supply) is a missed opport…,2021-05-31 00:36:00
tourism secretary bernadette romulo-puyat said the dot has tapped the international air transport association (iata…,2021-05-31 00:30:00
we’re kidding ourselves to think that the privileged don’t get first dibs when the doses are distributed via covax.…,2021-05-31 00:25:14
"looks like this story is making the rounds, so let’s put it into perspective:
🔸&lt;2 million tourist visas issued to l…",2021-05-31 00:25:13
"also, folks are kidding themselves if they think that the privileged don’t get first dibs through cova…",2021-05-31 00:16:38
"“[a]s success stories of latin americans getting their jabs are shared on social media posts and by word of mouth,…",2021-05-31 00:06:51
[] 'like a dream': latin americans head to u.s. for covid shots.,2021-05-30 23:19:01
"i'm thinking how many vaccines canada lost without using it and the us making much money with ""tourism vaccine"" whi…",2021-05-30 23:05:43
"read: ""‘like a dream’: latin americans head to u.s. for covid shots"" those who can afford to and can get visas. thi…",2021-05-30 22:45:59
scottish hospitality and tourism is on its knees but according to ruth wishart we don’t need the “wrong sort” of to…,2021-05-30 22:36:56
"it is baffling that the governor of florida wants to destroy an industry that brings so much money into his state,…",2021-05-30 22:33:43
i read an article recently on vaccine tourism,2021-05-30 22:22:14
desantis stands by no cruise ship exemption for ‘vaccine passports’,2021-05-30 22:22:00
"for the european union the 💉 is only good if it is produced by the pharmaceutical lobbies

eu agrees to open up to…",2021-05-30 22:08:53
best governor in the country.,2021-05-30 21:38:33
"is wrong.
 supersedes florida state law or governor's executive order,…",2021-05-30 21:37:33
"if you can get a visa and afford the flight to miami, you can get vaccinated.",2021-05-30 21:13:21
somoene finally explained tourism to the governor of florida.,2021-05-30 21:08:17
"“millionaires and billionaires traveling across continents or oceans to get a vaccine, usually twice, means greater…",2021-05-30 20:46:42
covid vaccine tourism?,2021-05-30 20:45:53
good. liberty. constitutional-conservatism.,2021-05-30 20:19:29
"british pm boris johnson is pressuring canada for answers on travel + vaccine passports. the mayor of windsor, onta…",2021-05-30 20:16:05
the access has proved a bonanza for the privileged in countries where the virus continues to take a brutal toll — e…,2021-05-30 19:58:19
"i am on team  , but if i were to go, i would want to make sure everyone on cruise was vaccinated, assum…",2021-05-30 19:44:03
can imagine british families with kids doing this soon...,2021-05-30 19:18:26
vaccination should not be tied to or packaged with a financial outflow for other than…,2021-05-30 19:14:49
doesn’t care about floridians. last year cruise ships full of passengers were stranded off…,2021-05-30 19:11:36
what would ron desantis do if celebrity cruises and other cruise lines decided that the cost of using florida ports…,2021-05-30 18:55:26
"""equal weitage for all the state""-ns

equal vaccine?
equal flood relief?
equal gst? (unlike…",2021-05-30 18:53:44
"brazil is a huuuge country of course, here.... we are like 7 million- 2.5 millions got vaccinated…",2021-05-30 18:52:18
"last two rts: definitely fearful of this: 

uhnwi families (&gt; rs 75cr)- they will move out &amp; stay there - dubai, s’…",2021-05-30 18:50:02
"“‘like a dream’: latin americans head to u.s. for covid shots” ,",2021-05-30 18:38:22
“the early wave of argentine vaccine travelers who returned home with american vaccine certificates drove a sharp r…,2021-05-30 18:33:07
"(1) india as a vaccine capital is a sad joke, others will build vaccine supplies els…",2021-05-30 18:26:32
‘like a dream’: latin americans head to u.s. for covid shots - the new york times,2021-05-30 18:16:13
is willing to destroy f…,2021-05-30 18:07:08
"tourism isn't allowed in the current time. i checked it right now on both sides.

but when i get m…",2021-05-30 18:04:05
and  could do same to rapidly kickstart vaccine tourism to usa ? us airlines to book flights ?…,2021-05-30 17:55:18
(1) aren’t republicans pro freedom of contract and against government regulation of the market (2) how is this not…,2021-05-30 17:35:10
"noticias: ‘like a dream’: latin americans head to u.s. for covid shots , see more",2021-05-30 17:23:40
efficiencies of the free market,2021-05-30 17:15:39
"eu agrees to open up to foreign tourists fully vaccinated against covid-19, but not to those who've had russia’s sp…",2021-05-30 17:09:29
"top story: ‘like a dream’: latin americans head to u.s. for covid shots , see more",2021-05-30 17:03:50
republicans: businesses should be able to serve - or not serve - whoever the hell the want. that's how free enterpr…,2021-05-30 16:55:41
"""the access [to 💉]has proved a bonanza for the privileged in countries where the virus continues to take a brutal t…",2021-05-30 16:55:20
"early in the pandemic, trump wanted prevent a cruise ship filled with passengers infected with covid-19 from dockin…",2021-05-30 16:52:28
the us worried about vaccine tourists. now it’s encouraging them. the us has more vaccins than its domestic demand…,2021-05-30 16:46:07
"the fearmongers will screw  and other countries that depend on tourism, by pushing vaccine passports for inte…",2021-05-30 16:44:01
‘like a dream’: latin americans head to u.s. for covid shots. don’t blame,2021-05-30 16:37:27
"vaccine tourism is as if “someone loans you their car to take your mother to the hospital, and then you decide to t…",2021-05-30 16:37:06
"i think desantis has frequently gotten a bad rap and, relative to numerous factors like “the average age of the sta…",2021-05-30 16:31:29
russia is doing it. aetoflot is offering vaccine tourism. i see nothing wrong if hotels have a ti…,2021-05-30 16:24:20
"florida gov. ron de santis says he will fine cruise companies $5,000 for each person who is required to show proof…",2021-05-30 16:24:16
signed disney exemption for internet speech law,2021-05-30 16:16:55
"sadly, if the cruise ships docked in galveston, they would be allowed to require vaccines.",2021-05-30 16:14:21
"the us has so much excess vaccine, friends in other countries tell me that travel agents are booking vaccine trip p…",2021-05-30 16:11:57
care to exercise some intellectual &amp; journalistic honesty &amp; take a similar stance on…,2021-05-30 16:04:35
"frustrated with the lagging pace of vaccinations at home, a growing number of rich latin americans have been flying…",2021-05-30 15:55:46
"‘like a dream’: unable to get vaccines at home, like americans who can head to the united states for their jab.",2021-05-30 15:55:40
good we can share with our latin american neighbors vaccines that us citizens don't want; but imperative they hold…,2021-05-30 15:51:58
desantis stands by no cruise ship exemption for 'vaccine passports' (orlando sentinel),2021-05-30 15:50:43
ron desantis' incessant need to please dear(cult)leader trumpand his ban on vaccine passports just cost florida mil…,2021-05-30 15:49:38
it is not conservative to tell cruise lines what rules they can have. and it is not conservative to create some odd…,2021-05-30 15:37:02
desantis is a complete dunce.,2021-05-30 15:25:17
this is fundamentally a progressive policy. nothing conservative about it. government dictating to private companie…,2021-05-30 15:22:33
"latin america is flocking to the us, now with affluents getting for vaccination",2021-05-30 15:21:38
"we’re considering another cruise on  with friends, but there’s no way we’re going to embark from fl…",2021-05-30 15:20:13
they don’t care it’s a tale of two cities,2021-05-30 15:19:32
this is so stupid.,2021-05-30 15:16:17
"“frustrated with the lagging pace of vaccinations at home, well-off latin americans have been flying north for a sh…",2021-05-30 15:05:09
“where tens of millions of americans have opted not to get inoculated — wealthy and middle-class latin americans wi…,2021-05-30 14:54:30
it’s not just “well off” americans anyone with a us visa is doing the investment of getting vaccinated abroad becau…,2021-05-30 14:46:07
trump did all he could to discredit the pandemic and the vaccines and lots of dumb americans listened to him.  alth…,2021-05-30 14:44:56
this story is so representative of latin america: access to most social goods is determined by wealth. vaccine tour…,2021-05-30 14:24:55
this is why jnj one dose is still useful - also for vaccine tourism,2021-05-30 14:12:23
"while some americans still are refusing to  for political reasons, thousands are coming here to take adva…",2021-05-30 14:10:19
cesar wildin'.,2021-05-30 14:08:32
bring vaccine's not tourism,2021-05-30 13:55:07
it me:,2021-05-30 13:42:57
"once again money buys happiness or at least life in this case! us should be ashamed, but hey it's good for…",2021-05-30 13:19:35
"desantis, in continuing efforts to kill florida citizens and the tourism industry, threatens ban on cruise ship’s c…",2021-05-30 13:18:42
"despite the ethical conundrums around vaccine tourism, the chance to skip the line has a powerful pull.",2021-05-30 13:08:01
well this are seeds of vaccine tourism,2021-05-30 12:54:56
via  so much for idiot american vaccination resistors—bravo latin americans!,2021-05-30 12:31:31
the latest boon for south america-us flights: vaccine seekers.,2021-05-30 12:16:59
"some states in the us are actively encouraging vaccine tourism. 

officials are not screening visa applicants who f…",2021-05-30 11:38:43
salam yb  just wanted to asked when the hotelier in the tourism sector can get the vaccine? please speed i…,2021-05-30 11:34:30
"abela also spoke of the vaccine certificate, saying it will be key for the reopening of tourism and domestic activi…",2021-05-30 11:08:11
"so when covid first popped off and i heard folks with resources we’re starting to 

1. stockpile food and medical s…",2021-05-30 11:04:51
…,2021-05-30 11:01:45
even vaccination is not managed properly. large number of people who got 1st doze r unable to get second doze. sinc…,2021-05-30 10:51:36
"just make everyone a priority! everyone has to work, and in a state which is heavily dependent on touri…",2021-05-30 10:25:03
"couple of issues: shortage of vaccines, lockdown prohibiting vaccine tourism, majority of population wan…",2021-05-30 10:25:00
"what’s wrong with that is that they didn’t come up with the idea.. if they had suggested it, every hotel…",2021-05-30 10:22:43
"vaccine tourism...
even uae is in the loop..
😅🙄",2021-05-30 10:01:12
"frustrated with the lagging pace of vaccine campaigns at home and seeing a surplus of doses in the u.s., wealthy an…",2021-05-30 08:45:09
latin america’s covid wave prompts a spike in vaccine tourism,2021-05-30 08:00:46
"rt vaccine tourism is as if “someone loans you their car to take your mother to the hospital, and then you decide t…",2021-05-30 07:50:11
covid-19: mp tourism department organises drive in vaccine shots for all age group,2021-05-30 07:49:49
"rt techreview ""vaccine tourism is as if “someone loans you their car to take your mother to the hospital, and then…",2021-05-30 07:45:05
"""‘like a dream’: latin americans head to u.s. for covid shots"" by by ernesto londoño, daniel politi and santi carne…",2021-05-30 07:27:14
‘like a dream’: latin americans head to u.s. for covid shots by juan carlos gill ramírez  nyt &gt; world news,2021-05-30 07:06:27
"'with ref eu launching its vaccine passport, you would hope the uk is synchronising. 
great news for tourism' as eu…",2021-05-30 07:04:07
"the may issue of 'asia pacific travel &amp; tourism report' is out!🥳 
hot topics range from vaccine, sport…",2021-05-30 06:50:00
why ? what is wrong with this approach if the hotels hires trained medical staff to administer vaccine and follows…,2021-05-30 06:49:31
to prevent serious infection from covid19 and to boost immunity for the said virus. being vacc…,2021-05-30 06:48:48
"people from south america are flying to the us to get vaccinated, but i can’t &amp; i’m a us citizen 
latin america’s c…",2021-05-30 06:32:10
"can u beat this... vaccine tourism is a thing of the past, i suppose.",2021-05-30 06:15:38
tourism is happening all over europe... it's good income for all the players…,2021-05-30 06:05:09
loads of slots down here. vaccine tourism?,2021-05-30 06:04:49
"unjust hike in gas &amp; electricity bills. tourism crashed, governance failure, vaccine sold to foreign nations leavin…",2021-05-30 05:25:38
"bang on, right, asad bhai. whn vaccine can be a…",2021-05-30 05:24:31
vaccine tourists are coming to america - cnn,2021-05-30 05:15:02
‘like a dream’: latin americans head to u.s. for covid shots  taxpayers are paying for usa p…,2021-05-30 04:35:13
about a lakh vaccines are being administered everyday in b'luru but barely 2-3% update appointment…,2021-05-30 04:28:16
current precedent; most airlines and  tourism companies already mandate vac…,2021-05-30 04:16:52
"...roughly on par with similarly developed nations.
going back to the first paragrap…",2021-05-30 04:07:40
"a) half past a freckle.
b) ""when i've finished my strategic plan for the pandemic and vaccine roll-out -…",2021-05-30 03:51:49
great goa in tourism losses can be recovered with attractive measures like 100% vaccination of sta…,2021-05-30 03:48:58
"“the guy didn’t even ask what we came here to do,” mr. bojacá marveled in a subsequent scene in the video. “i had p…",2021-05-30 02:44:20
"tavis hall works to boost the local economy through travel and tourism, showcasing what the area has to offer.  he…",2021-05-30 02:40:18
"i'm soundly embarrassed for mit faculty.  mit has long been in a bubble that they forget math &amp; chem, b…",2021-05-30 02:32:02
"sorry cannot help myself - just thinking about travel, domestic tourism, closed restaurants and small businesses du…",2021-05-30 02:18:03
i’m in canada. it’s a race to protect against variants. to do that you need few gaps in your vaccine timeli…,2021-05-30 02:15:54
"centre issued guidelines to stop vaccine tourism. 

only govt/private hospitals, make shift hospitals in residentia…",2021-05-30 02:02:20
interesting article on rising vaccine tourism from latin america to the united states. it is clearly inefficient an…,2021-05-30 01:39:13
"really glad that the united states is sharing vaccines with foreign travelers, but we also need to be exporting mil…",2021-05-30 01:22:34
"korean tourists, businessmen seen to return to ph as vaccine drive gains ground



letstalkcity…",2021-05-30 01:21:59
"ron desantis isn't backing down!

florida cruise lines will not be allowed to demand proof of vaccination in order…",2021-05-30 00:28:23
"not sure if i want to cry and laugh 
 russia trip for rs 1.29 lakh with 2 sputnik v jabs, vaccine to…",2021-05-30 00:22:04
and all the travel &amp; tourism jobs lost due to snail pace vaccine rollout,2021-05-30 00:12:22
unfortunately vaccine tourism is not illegal in the us.,2021-05-30 00:04:30
"""you don't describe a vaccine rollout as a race. the melbourne cup is a race, the stawell gift is a race.""

- trade…",2021-05-29 23:41:56
is there anything more dispiriting for the multi-billion $ tourism industry and all those who work in it to listen…,2021-05-29 23:37:23
i hope that sheeple  voters see this and realise they are being conned by morri-sc…,2021-05-29 22:35:53
new developments are popping up in  as the city plans to offer tourists a  to show tourists tha…,2021-05-29 22:26:28
a…,2021-05-29 22:15:39
tories wanted to save the expense and effort of covid surpression measures just relying on the vaccine. that 'strat…,2021-05-29 21:14:43
‘like a dream’: latin americans head to u.s. for covid shots - the new york times  via,2021-05-29 21:06:34
"i know how we can get the magats to embrace the vaccine - lets tell them that the ""mexicans"" are stealing their dos…",2021-05-29 20:22:41
"frustrated by vaccine shortages at home, some wealthy travelers are coming to the us to score  vaccines. th…",2021-05-29 20:05:00
privileged latin americans in countries where the virus is taking a brutal toll have been flying to the united stat…,2021-05-29 19:07:44
"people from middle and high-income classes are travelling to usa to get their covid vaccine, since less privileged…",2021-05-29 19:04:28
"with lagging distribution at home, well-off latin americans with tourist visas are flocking to the u.s. to score co…",2021-05-29 18:45:51
they are also promoting tourism vaccine here in nyc. visit nyc and get y…,2021-05-29 18:28:22
"new york times | cost of airfares on several latin america/u.s. routes skyrockets as thousands, frustrated with the…",2021-05-29 18:15:28
woman is facing charges after  she drove through a local covid-19 vaccination sit…,2021-05-29 18:03:37
once again.  is reacting to the political optics of this hotel package based vaccine tourism. once they…,2021-05-29 18:03:04
"ok, but there's no reason it can't be vaccinated tourism rather than vaccine tourism.",2021-05-29 17:54:45
"i bet they are thousands already. especially in florida, it’s vaccine tourism on steroids now.",2021-05-29 17:50:33
i am planning to travel to serbia on 2nd june from delhi for tourism purpose and will be staying in…,2021-05-29 17:05:11
"its already here mate, as well as thousands of variants, you ain't gonna get rid of it.

people hav…",2021-05-29 16:38:37
i am planning to travel to serbia on 2nd june from delhi for tourism purpose and will be staying in bel…,2021-05-29 16:20:46
"us apparently encouraging vaccine tourism.

there are many vulnerable communities who are yet to get vaccinated in…",2021-05-29 16:19:49
what the hell is happening? none of the state governments are able to procure vaccines.  centre says vaccines can't…,2021-05-29 16:13:18
"among 12 latin americans who traveled for vaccines and were interviewed for this article, several expressed feeling…",2021-05-29 15:32:24
"""‘like a dream’: latin americans head to u.s. for covid shots"" by ernesto londoño, daniel politi and santi carneri…",2021-05-29 15:20:30
"spot on. anyway, the highest levels of transmission are in areas well away from tourism,…",2021-05-29 15:17:34
"the propaganda going on that firms, corportates, hospitality sector is arranging for vaccines or giving vaccine tou…",2021-05-29 14:33:11
new york and other major cities are encouraging vaccine tourism – but at what cost?  via,2021-05-29 14:26:39
"hey motherfucker, the rest of the world will remember forever de vaccine tourism that usa is doing...... the…",2021-05-29 14:06:02
"i missed my plane ticket to peru, and because vaccine tourism changes in flights are incredibly expensive. i'm real…",2021-05-29 14:03:51
san marino launches vaccine tourism campaign using russian covid vaccine!,2021-05-29 13:36:33
"unfortunately it's bollocks. most of the students have gone, as their exams were finished a couple of…",2021-05-29 13:27:19
this is what happens when the state is more interested than the citizen in the vaccination. in many coun…,2021-05-29 13:06:27
"yes, instead of flashing my vaccine card and spending two weeks in puglia or santorini, i’ll book a trip to austral…",2021-05-29 13:05:13
"india provided vaccine to many countries...

india shares a very c…",2021-05-29 12:23:57
"joe sir,tourism will take lot of time to recover to become normal but education; research; export +vaccine a…",2021-05-29 12:07:34
"the tourism authority of thailand has confirmed that the phuket sandbox will go ahead as planned on 1st july. 

tat…",2021-05-29 11:57:18
could this explain 4crore missing vaccines! vaccine tourism!!!,2021-05-29 11:34:14
"too good,  tourism... but should allow vaccine of their choice.. pfizer, moderna, johnson, sp…",2021-05-29 11:17:24
"if australians elect you and labor next election, can you guarantee us all pfizer /moderna by end of 2021??…",2021-05-29 10:34:10
vaccine tourism but for people of our own country 😂,2021-05-29 10:24:19
"what we indians need now is oxygen, vaccine, farmers support and unity, not  tourism, beer and central vista! facis…",2021-05-29 10:21:43
remember his track record in tourism?,2021-05-29 09:49:10
cruise ships are registered outside of the us to avoid us taxes. the v…,2021-05-29 09:48:34
"stop blaming tourists 
how do u know they are to blame ?
no wonder how tourism is struggling 
when ppl…",2021-05-29 09:35:52
"same storm, but clearly not the same boat?!  
.
.",2021-05-29 09:24:14
there’d be a huge vaccine tourism market if australians weren’t banned from leaving.,2021-05-29 09:16:43
i remember around that time the tourism ministers welcoming ukrainian tourists on holiday while kenyans &amp; health wo…,2021-05-29 08:31:17
why will i wait? vaccine tourism is on!,2021-05-29 08:15:50
i have voted for both sides in politic…,2021-05-29 07:58:34
"with vaccine tourism gaining traction, countries like greece and iceland, which declared themselves open to vaccina…",2021-05-29 07:46:44
governor still reviewing gvb’s vaccine tourism plan  via  news first,2021-05-29 07:22:38
excellent article in  tech review. states are now offering vaccines to encourage tourists. yet …,2021-05-29 07:12:17
covid-19: mp tourism department organises drive in vaccine shots for all age group | news – times of india videos,2021-05-29 06:04:02
anti science isn't just about the vaccine it's about the entire past year+ w…,2021-05-29 05:36:28
"vaccine tourism! travelling to russia, uae, america to get a covid-19 vaccine is the newest trend in the travel ind…",2021-05-29 05:33:06
came across this one. vaccine tourism for the rich? while states can't get vaccines from the manufacturer? next the…,2021-05-29 05:13:00
vaccine tourism is real 😂🙏🏼,2021-05-29 04:41:31
"a communist country russia is charging 130000 for the sputnik vaccine tourism package,…",2021-05-29 03:40:32
"hey guys, tourism players in langkawi is working on a  campaign. trying to create a safe travel bubble to…",2021-05-29 03:36:59
"if you are in india, you have very limited options to travel abroad. as of may 28, 5 countries are completely open…",2021-05-29 03:30:00
there is reason to worry. everyone is opening up around and before  and the province at 160k population continu…,2021-05-29 03:18:33
"state tourism, arts and culture minister abdul karim rahman hamzah was quoted as saying sarawak was different from…",2021-05-29 03:04:28
medical tourism is a thing so why not vaccine tourism?,2021-05-29 02:48:35
how long until we hear the gqp - who are refusing shots anyway - complain that vaccines should only be given to leg…,2021-05-29 02:38:39
i look at lsrael and see how the pfizer vaccine has basically eliminated covid to the point where th…,2021-05-29 02:29:31
interesting! what if the tourism industry takes a cue and pivots to vaccine staycations after…,2021-05-29 02:16:05
the who approved vaccines will be used for the safe tourism trave…,2021-05-29 01:42:26
as someone who loves cruising and wants to again this is infuriating.,2021-05-29 00:34:17
"the libs claim to be “better economic managers” (false on so many levels), but their mishandling of quarantine and…",2021-05-29 00:25:49
vaccine tourism in hyderabad. why the special privilege if the vaccine is free for every citizen in telangana state…,2021-05-29 00:11:49
your covid related lightbulb of the day: instead of an afterthought kind of vaccine tourism where only the 1% would…,2021-05-29 00:09:07
:  “i decided to travel because i was not sure when i was going to get the vaccine in my country.”,2021-05-28 22:10:53
jamaica tourism minister steps up lobby for vaccine equity at global tourism recovery summit,2021-05-28 22:10:22
vaccine tourism takes off as indian variant spreads through asia,2021-05-28 22:02:01
minister bartlett steps up lobby for vaccine equity at global tourism recovery summit,2021-05-28 22:00:49
"devastated by an economic recession that has disproportionately impacted the tourism industry, pacific island count…",2021-05-28 22:00:00
"and in the bustling terminals of   sees “jobs, jobs, jobs.” travel + tourism underpin the south…",2021-05-28 21:50:01
jamaica tourism minister steps up lobby for vaccine equit…,2021-05-28 21:49:04
hk should open vaccine tourism.,2021-05-28 21:46:56
"a  range of questions critical to our community, including seniors issues and support, tourism, support for student…",2021-05-28 21:43:45
bartlett steps up lobby for vaccine equity at global tourism recovery summit,2021-05-28 21:36:12
"cnn : vaccine tourists are coming to america.


via",2021-05-28 21:29:39
i hear about this: vaccine tourism.,2021-05-28 21:15:41
figure it out   vaccine doesn't allow you to travel between islands + no where to get tested in…,2021-05-28 20:53:42
"to be fair, a big portion of their economy relies on tourism. alsothey…",2021-05-28 20:03:59
a global search for vaccines fuels a different kind of tourism,2021-05-28 19:58:49
tourism minister edmund bartlett has stepped up his lobby for players in the global community to make their voices…,2021-05-28 19:52:09
so vaccine tourism is a thing now!!how come hotels &amp; private centres/hospitals have adequate stock &amp; cowin app runs…,2021-05-28 19:45:43
"you heard right, vaccine tourism is what they call it",2021-05-28 19:27:28
desantis stands by no cruise ship exemption for ‘vaccine passports…,2021-05-28 19:17:06
a reopening with mainland china would be a lifeboat for hong kong’s beleaguered tourism industry. talks seem to be…,2021-05-28 19:01:05
"vaccine tourism now!
this is what modi has done to us,  a few “holes” make money from pandemic! 
this country has b…",2021-05-28 18:48:35
bartlett has stepped up his lobby for players in the global community to make their voices heard about the issue of…,2021-05-28 18:38:42
